date,home_team,away_team,home_score,away_score,status,game_id
2025-08-29,Huntingdon,Warren Wilson,3,3,FINAL,6478133
2025-08-29,Colby-Sawyer,Wentworth,5,5,FINAL,6477503
2025-08-29,UMass Boston,Salve Regina,0,0,FINAL,6496226
2025-08-29,Swarthmore,Yeshiva,4,0,FINAL,6477273
2025-08-29,Mount Aloysius,Concordia Wisconsin,4,1,FINAL,6496201
2025-08-29,Saint John's (MN),Neb. Wesleyan,1,1,FINAL,6474970
2025-08-29,Stevenson,Moravian,2,3,FINAL,6475448
2025-08-29,Rensselaer,Emerson,1,1,FINAL,6478211
2025-08-29,Rutgers-Camden,St. John Fisher,4,0,FINAL,6496254
2025-08-29,Babson,Occidental,2,1,FINAL,6474802
2025-08-29,William Peace,Piedmont,4,1,FINAL,6475135
2025-08-29,St. Olaf,Pacific Lutheran,4,1,FINAL,6475215
2025-08-29,Salisbury,York (PA),1,1,FINAL,6477236
2025-08-29,Ramapo,Penn St.-Abington,2,0,FINAL,6477387
2025-08-29,Penn College,Centenary (NJ),3,0,FINAL,6495947
2025-08-29,SUNY Maritime,Brooklyn,4,1,FINAL,6496207
2025-08-29,Gustavus Adolphus,UChicago,2,1,FINAL,6496217
2025-08-29,St. Joseph's (Brkln),Hartford,1,4,FINAL,6496236
2025-08-29,Rhodes,Johns Hopkins,0,3,FINAL,6476438
2025-08-29,St. Scholastica,Loras,0,0,FINAL,6477927
2025-08-29,Oglethorpe,Covenant,1,2,FINAL,6475407
2025-08-29,Penn St. Harrisburg,Fredonia,1,0,FINAL,6475569
2025-08-29,Worcester St.,WPI,0,2,FINAL,6475893
2025-08-29,NYU,Rowan,3,4,FINAL,6476383
2025-08-29,Pitt.-Greensburg,Thiel,2,0,FINAL,6478449
2025-08-29,Manhattanville,Plattsburgh St.,0,2,FINAL,6496231
2025-08-29,UMass Dartmouth,Curry,5,1,FINAL,6496238
2025-08-29,Baruch,Old Westbury,1,3,FINAL,6496035
2025-08-29,Roger Williams,Clark (MA),2,0,FINAL,6496272
2025-08-29,Randolph-Macon,N.C. Wesleyan,1,0,FINAL,6473091
2025-08-29,Penn St.-Altoona,McDaniel,0,3,FINAL,6475661
2025-08-29,SUNY Canton,Bard,2,3,FINAL,6475768
2025-08-29,New England Col.,Plymouth St.,2,0,FINAL,6475846
2025-08-29,SUNY Potsdam,Mt. St. Mary (NY),2,1,FINAL,6475961
2025-08-29,SUNY Morrisville,Keuka,1,0,FINAL,6476139
2025-08-29,MIT,Western New Eng.,2,0,FINAL,6476514
2025-08-29,Haverford,Arcadia,2,2,FINAL,6476700
2025-08-29,Gwynedd Mercy,DeSales,0,4,FINAL,6477595
2025-08-29,SUNY Cobleskill,Pratt,2,1,FINAL,6478099
2025-08-29,Wis.-Superior,Luther,0,1,FINAL,6496168
2025-08-29,Penn St.-Behrend,Allegheny,1,1,FINAL,6496241
2025-08-29,Washington Col.,Roanoke,1,2,FINAL,6496242
2025-08-29,Elms,Fitchburg St.,2,1,FINAL,6496244
2025-08-29,Penn St.-Berks,Albright,0,3,FINAL,6496249
2025-08-29,St. Mary's (MD),Ursinus,2,1,FINAL,6496252
2025-08-29,Widener,Gettysburg,0,5,FINAL,6496255
2025-08-29,King's (PA),Utica,1,0,FINAL,6496270
2025-08-29,MCLA,Norwich,0,1,FINAL,6496271
2025-08-29,Guilford,Pfeiffer,1,2,FINAL,6496299
2025-08-29,St. Lawrence,SUNY Geneseo,0,3,FINAL,6475350
2025-08-29,Mary Baldwin,Bridgewater (VA),0,2,FINAL,6477807
2025-08-29,Eastern Conn. St.,Farmingdale St.,3,1,FINAL,6496240
2025-08-29,Neumann,Lycoming,2,1,FINAL,6474797
2025-08-29,Hamline,Wis.-Platteville,2,2,FINAL,6474893
2025-08-29,Mary Washington,Ohio Northern,0,1,FINAL,6476317
2025-08-29,Anderson (IN),Muskingum,1,3,FINAL,6478548
2025-08-29,Millsaps,MUW,6,1,FINAL,6496113
2025-08-29,Transylvania,Asbury,2,1,FINAL,6496115
2025-08-29,Wabash,Franklin,4,0,FINAL,6496155
2025-08-29,Millikin,WashU,1,8,FINAL,6496206
2025-08-29,Drew,FDU-Florham,2,1,FINAL,6496209
2025-08-29,Earlham,Beloit,0,2,FINAL,6496214
2025-08-29,SUNY New Paltz,Sarah Lawrence,5,0,FINAL,6496216
2025-08-29,Wooster,Waynesburg,3,2,FINAL,6496220
2025-08-29,Knox,North Central (IL),2,2,FINAL,6496224
2025-08-29,Mt. St. Joseph,Wilmington (OH),2,2,FINAL,6496248
2025-08-29,Colorado Col.,DePauw,3,0,FINAL,6475739
2025-08-29,Emory,Wash. & Lee,1,0,FINAL,6475764
2025-08-29,Rockford,Olivet,1,0,FINAL,6476558
2025-08-29,Grinnell,Coe,2,2,FINAL,6478065
2025-08-29,Martin Luther,Buena Vista,0,2,FINAL,6478348
2025-08-29,Centre,Hanover,0,2,FINAL,6496210
2025-08-29,Crown (MN),Wis.-Stout,0,0,FINAL,6496228
2025-08-29,Berry,Brevard,3,0,FINAL,6474738
2025-08-29,Sewanee,Montclair St.,0,0,FINAL/PK,6474773
2025-08-29,Carleton,UW-River Falls,3,1,FINAL,6475810
2025-08-29,Saint Joseph (CT),SUNY Poly,2,1,FINAL,6476405
2025-08-29,Simpson,Augustana (IL),1,1,FINAL,6476633
2025-08-29,Cornell College,Wartburg,1,5,FINAL,6476773
2025-08-29,Mary Hardin-Baylor,Schreiner,3,1,FINAL,6477040
2025-08-29,Randolph,Marymount (VA),1,1,FINAL,6477800
2025-08-29,Grove City,East. Mennonite,0,2,FINAL,6477854
2025-08-29,Springfield,Albertus Magnus,3,1,FINAL,6477906
2025-08-29,Coast Guard,Brandeis,0,1,FINAL,6478083
2025-08-29,UMSV,John Jay,4,3,FINAL,6478126
2025-08-29,JWU (Providence),Bridgewater St.,2,3,FINAL,6478314
2025-08-29,Hampden-Sydney,Southern Va.,5,1,FINAL,6496154
2025-08-29,North Park,Dubuque,3,0,FINAL,6496211
2025-08-29,TCNJ,Immaculata,5,0,FINAL,6496239
2025-08-29,Illinois Tech,Saint Mary's (MN),2,1,FINAL,6496251
2025-08-29,Hartwick,SUNY Delhi,3,1,FINAL,6475668
2025-08-29,Baldwin Wallace,Carnegie Mellon,0,2,FINAL,6478196
2025-08-29,Juniata,Westminster (PA),5,0,FINAL,6496225
2025-08-29,Rochester (NY),Cortland,0,4,FINAL,6474786
2025-08-29,Union (NY),SUNY Oneonta,1,3,FINAL,6474879
2025-08-29,Hobart,Kean,2,0,FINAL,6475182
2025-08-29,Rutgers-Newark,Redlands,1,2,FINAL,6475277
2025-08-29,Rhode Island Col.,Emmanuel (MA),2,2,FINAL,6475295
2025-08-29,Otterbein,Oberlin,2,1,FINAL,6475414
2025-08-29,Franciscan,CWRU,0,2,FINAL,6475603
2025-08-29,U New England,Maine Maritime,0,0,FINAL,6475939
2025-08-29,Susquehanna,Misericordia,0,3,FINAL,6476077
2025-08-29,Lebanon Valley,Lancaster Bible,1,0,FINAL,6476620
2025-08-29,Wittenberg,Heidelberg,2,1,FINAL,6476718
2025-08-29,Oswego St.,Clarkson,0,0,FINAL,6476854
2025-08-29,Gordon,Thomas (ME),3,1,FINAL,6476979
2025-08-29,Shenandoah,Catholic,0,1,FINAL,6476983
2025-08-29,Russell Sage,VTSU Castleton,2,1,FINAL,6477027
2025-08-29,SUNY Brockport,RIT,1,0,FINAL,6477064
2025-08-29,Va. Wesleyan,Dickinson,1,1,FINAL,6477069
2025-08-29,Mount Union,Trine,3,1,FINAL,6477284
2025-08-29,Hope,Ohio Wesleyan,3,0,FINAL,6477350
2025-08-29,Hood,Wilson,6,1,FINAL,6478028
2025-08-29,Alvernia,Muhlenberg,0,0,FINAL,6478388
2025-08-29,Messiah,Scranton,0,2,FINAL,6478459
2025-08-29,St. Joseph's (ME),Wheaton (MA),0,4,FINAL,6478559
2025-08-29,Greenville,Rose-Hulman,0,3,FINAL,6496159
2025-08-29,Stevens,Denison,0,1,FINAL,6496160
2025-08-29,Franklin & Marshall,Stockton,1,2,FINAL,6496167
2025-08-29,Alfred St.,Alfred,2,1,FINAL,6496208
2025-08-29,Wilkes,Marywood,2,3,FINAL,6496243
2025-08-29,Buffalo St.,New Jersey City,2,0,FINAL,6496245
2025-08-29,Endicott,Husson,3,0,FINAL,6496246
2025-08-29,Chris. Newport,Merchant Marine,1,1,FINAL,6496247
2025-08-29,Calvin,MSOE,1,5,FINAL,6496250
2025-08-29,Cairn,Goucher,1,1,FINAL,6496256
2025-08-29,Chatham,Marietta,3,0,FINAL,6496273
2025-08-29,Houghton,Hilbert,0,3,FINAL,6475895
2025-08-29,John Carroll,Edgewood,0,1,FINAL,6477864
2025-08-29,Saint Vincent,Valley Forge,7,0,FINAL,6478378
2025-08-29,Capital,Kenyon,1,2,FINAL,6496232
2025-08-29,Spalding,Ill. Wesleyan,1,5,FINAL,6475977
2025-08-29,Maryville (TN),Lynchburg,0,2,FINAL,6476184
2025-08-29,WestConn,Vassar,2,5,FINAL,6476332
2025-08-29,Northwestern-St. Paul,Bethel (MN),0,2,FINAL,6478106
2025-08-29,Wis.-Stevens Point,Lakeland,2,0,FINAL,6478137
2025-08-29,Carroll (WI),Benedictine (IL),4,1,FINAL,6478546
2025-08-29,Wheaton (IL),Chapman,4,2,FINAL,6496165
2025-08-29,Marian (WI),Carthage,0,0,FINAL,6496215
2025-08-29,Elmhurst,Aurora,0,3,FINAL,6496253
2025-08-29,Nichols,Anna Maria,0,2,FINAL,6478292
2025-08-29,Macalester,Linfield,3,0,FINAL,6477729
2025-08-29,Ripon,Wis. Lutheran,1,1,FINAL,6477829
2025-08-29,East Tex. Baptist,Dallas,7,0,FINAL,6477918
2025-08-29,Ozarks (AR),Howard Payne,2,1,FINAL,6478228
2025-08-29,Augsburg,St. Norbert,1,0,FINAL,6496114
2025-08-29,Texas Lutheran,Hardin-Simmons,2,0,FINAL,6496166
2025-08-29,Southwestern (TX),St. Thomas (TX),2,0,FINAL,6476483
2025-08-29,Trinity (TX),Claremont-M-S,2,1,FINAL,6496392
2025-08-30,Wash. & Lee,Oglethorpe,1,1,FINAL,6476622
2025-08-30,Emerson,Roger Williams,0,1,FINAL,6496316
2025-08-30,Framingham St.,Lasell,3,0,FINAL,6478304
2025-08-30,Mass. Maritime,Regis (MA),3,0,FINAL,6477992
2025-08-30,St. Joseph's (L.I.),Hunter,2,1,FINAL,6478454
2025-08-30,Babson,UMass Boston,1,1,FINAL,6473476
2025-08-30,St. Mary's (MD),York (PA),1,0,FINAL,6474511
2025-08-30,Elms,VTSU Lyndon,8,0,FINAL,6474705
2025-08-30,Skidmore,Salem St.,1,0,FINAL,6474895
2025-08-30,SUNY Potsdam,Bard,1,0,FINAL,6475962
2025-08-30,Delaware Valley,Eastern,4,1,FINAL,6477193
2025-08-30,Southern Me.,Rivier,1,1,FINAL,6477933
2025-08-30,Manhattanville,Penn St.-Abington,1,0,FINAL,6478326
2025-08-30,Heidelberg,Transylvania,0,3,FINAL,6478479
2025-08-30,Ramapo,Plattsburgh St.,0,1,FINAL,6473578
2025-08-30,Lake Forest,Saint Mary's (MN),4,0,FINAL,6474468
2025-08-30,Concordia-M'head,Saint John's (MN),2,2,FINAL,6476197
2025-08-30,UC Santa Cruz,Willamette,3,0,FINAL,6476287
2025-08-30,Monmouth (IL),North Central (IL),0,2,FINAL,6477962
2025-08-30,SUNY Canton,Mt. St. Mary (NY),0,5,FINAL,6478327
2025-08-30,Pitt.-Bradford,Valley Forge,1,1,FINAL,6478464
2025-08-30,Ithaca,Elizabethtown,2,0,FINAL,6474578
2025-08-30,Plymouth St.,Colby-Sawyer,2,0,FINAL,6475848
2025-08-30,Salisbury,Ursinus,2,0,FINAL,6477106
2025-08-30,New England Col.,Me.-Presque Isle,4,0,FINAL,6477555
2025-08-30,Concordia Chicago,Lawrence,2,2,FINAL,6477948
2025-08-30,Earlham,Muskingum,1,0,FINAL,6478499
2025-08-30,Anderson (IN),Beloit,4,0,FINAL,6496279
2025-08-30,Bethany (WV),Adrian,1,0,FINAL,6477570
2025-08-30,Dominican (IL),Webster,0,2,FINAL,6477742
2025-08-30,Penn College,King's (PA),1,4,FINAL,6472808
2025-08-30,Alfred,Penn St.-Altoona,5,0,FINAL,6472919
2025-08-30,La Roche,Wash. & Jeff.,0,1,FINAL,6473809
2025-08-30,Geneva,East. Mennonite,0,1,FINAL,6475198
2025-08-30,Widener,Lycoming,1,0,FINAL,6475533
2025-08-30,Sewanee,Johns Hopkins,4,0,FINAL,6476439
2025-08-30,Haverford,Rutgers-Camden,0,0,FINAL,6477893
2025-08-30,DePauw,Chapman,2,2,FINAL,6475741
2025-08-30,Fredonia,New Jersey City,3,3,FINAL,6476508
2025-08-30,La Verne,Pacific (OR),0,0,FINAL,6477756
2025-08-30,John Jay,Purchase,2,4,FINAL,6478127
2025-08-30,Chris. Newport,Dickinson,0,0,FINAL,6474184
2025-08-30,Neumann,Gettysburg,0,2,FINAL,6474733
2025-08-30,Simpson,Illinois Col.,0,0,FINAL,6476635
2025-08-30,Central (IA),Blackburn,3,2,FINAL,6496280
2025-08-30,Westminster (PA),Pitt.-Greensburg,1,1,FINAL,6473360
2025-08-30,Buffalo St.,SUNY Geneseo,2,1,FINAL,6474070
2025-08-30,Methodist,Guilford,0,1,FINAL,6474193
2025-08-30,Hope,MSOE,0,1,FINAL,6474322
2025-08-30,Calvin,Ohio Wesleyan,2,1,FINAL,6474396
2025-08-30,Emory,Covenant,2,1,FINAL,6475408
2025-08-30,Randolph,Southern Va.,1,0,FINAL,6477833
2025-08-30,Mary Hardin-Baylor,Texas Lutheran,2,1,FINAL,6473387
2025-08-30,Dubuque,Grinnell,1,1,FINAL,6473061
2025-08-30,Wheaton (IL),Colorado Col.,2,2,FINAL,6473175
2025-08-31,Rutgers-Newark,Yeshiva,9,1,FINAL,6475279
2025-08-31,Austin,Howard Payne,2,0,FINAL,6496289
2025-08-31,SUNY Cobleskill,Westfield St.,1,6,FINAL,6477798
2025-08-31,Roanoke,Stevenson,1,0,FINAL,6473957
2025-08-31,Stockton,Denison,0,1,FINAL,6474282
2025-08-31,Montclair St.,Rhodes,4,1,FINAL,6474791
2025-08-31,Curry,Lesley,1,0,FINAL,6477329
2025-08-31,Lyon,McMurry,3,2,FINAL,6478064
2025-08-31,Randolph-Macon,Ohio Northern,0,1,FINAL,6473092
2025-08-31,St. Olaf,UChicago,0,0,FINAL,6473251
2025-08-31,TCNJ,Penn St.-Berks,6,0,FINAL,6473859
2025-08-31,Nazareth,Rochester (NY),4,1,FINAL,6474789
2025-08-31,MIT,Occidental,0,3,FINAL,6474808
2025-08-31,Lynchburg,Berry,0,0,FINAL,6476186
2025-08-31,Gustavus Adolphus,Pacific Lutheran,2,0,FINAL,6476461
2025-08-31,Endicott,Thomas (ME),1,0,FINAL,6476834
2025-08-31,Rensselaer,Marywood,6,1,FINAL,6477635
2025-08-31,Nichols,Me.-Farmington,3,4,FINAL,6472977
2025-08-31,Springfield,SUNY New Paltz,1,3,FINAL,6473202
2025-08-31,John Carroll,Capital,3,0,FINAL,6473609
2025-08-31,Wabash,Manchester,2,1,FINAL,6473741
2025-08-31,Keene St.,Worcester St.,2,0,FINAL,6473779
2025-08-31,Dean,UMass Dartmouth,0,2,FINAL,6473825
2025-08-31,Macalester,St. Norbert,4,0,FINAL,6474402
2025-08-31,Norwich,VTSU Castleton,2,1,FINAL,6474571
2025-08-31,Oberlin,Hiram,4,0,FINAL,6475416
2025-08-31,Rowan,Franklin & Marshall,2,1,FINAL,6475495
2025-08-31,Juniata,CWRU,0,1,FINAL,6475605
2025-08-31,MUW,Warren Wilson,0,5,FINAL,6476026
2025-08-31,Western New Eng.,Clark (MA),0,1,FINAL,6476515
2025-08-31,Arcadia,Alvernia,3,1,FINAL,6476702
2025-08-31,Suffolk,Brandeis,1,2,FINAL,6477608
2025-08-31,Kenyon,Edgewood,1,1,FINAL,6477865
2025-08-31,Va. Wesleyan,Merchant Marine,3,0,FINAL,6476814
2025-08-31,Wilmington (OH),Rose-Hulman,2,0,FINAL,6473417
2025-08-31,William Peace,Averett,1,1,FINAL,6473638
2025-08-31,SUNY Poly,MCLA,2,1,FINAL,6473690
2025-08-31,Maryville (TN),Brevard,1,1,FINAL,6474740
2025-08-31,Concordia-M'head,Neb. Wesleyan,1,3,FINAL,6474974
2025-08-31,Augsburg,Linfield,9,0,FINAL,6475003
2025-08-31,St. Lawrence,Cortland,1,2,FINAL,6475352
2025-08-31,Washington Col.,Moravian,0,1,FINAL,6475450
2025-08-31,Vassar,NYU,3,2,FINAL,6476345
2025-08-31,St. Scholastica,Luther,0,6,FINAL,6476649
2025-08-31,Hampden-Sydney,Marymount (VA),4,0,FINAL,6477802
2025-08-31,East Tex. Baptist,Ozarks (AR),2,1,FINAL,6477919
2025-08-31,Carroll (WI),Wis.-Eau Claire,0,2,FINAL,6477935
2025-08-31,Wilson,Mary Baldwin,0,1,FINAL,6478029
2025-08-31,Buena Vista,Blackburn,0,1,FINAL,6478352
2025-08-31,Saint Vincent,Pitt.-Bradford,2,0,FINAL,6478379
2025-08-31,Goucher,Notre Dame (MD),1,0,FINAL,6478430
2025-08-31,Marietta,Bluffton,4,3,FINAL,6473986
2025-08-31,Gordon,Husson,1,1,FINAL,6474106
2025-08-31,St. John Fisher,Clarkson,1,2,FINAL,6474609
2025-08-31,Wentworth,Emmanuel (MA),0,0,FINAL,6475298
2025-08-31,Mary Washington,N.C. Wesleyan,2,1,FINAL,6476319
2025-08-31,Drew,Hobart,0,1,FINAL,6476436
2025-08-31,Swarthmore,Redlands,2,1,FINAL,6476916
2025-08-31,McDaniel,Shenandoah,1,0,FINAL,6476985
2025-08-31,SUNY Delhi,Utica,1,3,FINAL,6478407
2025-08-31,Keystone,Elmira,1,5,FINAL,6473121
2025-08-31,Wooster,Trine,2,0,FINAL,6473279
2025-08-31,Mount Union,Waynesburg,2,1,FINAL,6473887
2025-08-31,Rockford,Elmhurst,1,2,FINAL,6477437
2025-08-31,FDU-Florham,Kean,3,1,FINAL,6475184
2025-08-31,Penn St.-Behrend,Baldwin Wallace,2,1,FINAL,6475757
2025-08-31,Mt. St. Joseph,Wittenberg,0,4,FINAL,6476720
2025-08-31,Penn St. Harrisburg,Mount Aloysius,0,1,FINAL,6472716
2025-08-31,Westminster (MO),WashU,2,1,FINAL,6472865
2025-08-31,Carthage,Wis.-Platteville,0,1,FINAL,6475359
2025-08-31,Hardin-Simmons,Schreiner,4,0,FINAL,6476749
2025-08-31,Centre,Ill. Wesleyan,1,2,FINAL,6477147
2025-08-31,Benedictine (IL),Eureka,2,1,FINAL,6477681
2025-08-31,Spalding,Hanover,2,2,FINAL,6472996
2025-08-31,Allegheny,Carnegie Mellon,1,1,FINAL,6473939
2025-08-31,Marian (WI),Ripon,2,1,FINAL,6473147
2025-08-31,Southwestern (TX),Claremont-M-S,2,1,FINAL,6477020
2025-09-01,Mitchell,Eastern Conn. St.,1,5,FINAL,6476245
2025-09-01,Russell Sage,Pratt,1,0,FINAL,6477029
2025-09-01,UMass Boston,Occidental,4,0,FINAL,6473478
2025-09-01,Hood,Chatham,3,1,FINAL,6475763
2025-09-01,Stevens,Wm. Paterson,1,1,FINAL,6476667
2025-09-01,WPI,Anna Maria,2,0,FINAL,6478162
2025-09-01,UC Santa Cruz,Pacific (OR),1,0,FINAL,6478366
2025-09-01,UW-River Falls,Wis. Lutheran,2,1,FINAL,6475811
2025-09-01,La Verne,Willamette,0,0,FINAL,6476288
2025-09-01,Greenville,Central (IA),2,1,FINAL,6475871
2025-09-01,Carleton,Simpson,3,1,FINAL,6476637
2025-09-01,Bethel (MN),Wartburg,1,1,FINAL,6476774
2025-09-01,SUNY Oneonta,Skidmore,1,1,FINAL,6474899
2025-09-01,Hamline,North Central (MN),4,1,FINAL,6474897
2025-09-01,Lancaster Bible,Wilkes,2,1,FINAL,6473995
2025-09-01,Hendrix,Lyon,1,1,FINAL,6476373
2025-09-01,Lawrence,Concordia Wisconsin,0,0,FINAL,6472746
2025-09-02,Old Westbury,Albertus Magnus,0,2,FINAL,6475311
2025-09-02,Middlebury,Bridgewater St.,6,0,FINAL,6472839
2025-09-02,Williams,Wheaton (MA),1,1,FINAL,6473036
2025-09-02,Connecticut Col.,Hartford,0,0,FINAL,6473661
2025-09-02,SUNY Morrisville,Hartwick,5,0,FINAL,6475675
2025-09-02,Oswego St.,Hamilton,0,4,FINAL,6478092
2025-09-02,Pitt.-Greensburg,Penn College,0,1,FINAL,6478450
2025-09-02,Fredonia,SUNY Geneseo,4,3,FINAL,6495915
2025-09-02,Anderson (IN),Wilmington (OH),1,2,FINAL,6474284
2025-09-02,Monmouth (IL),Augustana (IL),0,0,FINAL,6478076
2025-09-02,Cornell College,Lakeland,1,2,FINAL,6478138
2025-09-02,SUNY New Paltz,Union (NY),0,1,FINAL,6473204
2025-09-02,Wis.-Stout,Martin Luther,2,0,FINAL,6473551
2025-09-02,Roger Williams,Rhode Island Col.,1,1,FINAL,6474050
2025-09-02,Covenant,Berea,2,0,FINAL,6473447
2025-09-02,Catholic,St. Mary's (MD),4,1,FINAL,6474524
2025-09-02,Sarah Lawrence,Brooklyn,4,1,FINAL,6476263
2025-09-02,Bowdoin,U New England,4,0,FINAL,6477904
2025-09-02,Oglethorpe,Huntingdon,4,1,FINAL,6478286
2025-09-02,Colby,Thomas (ME),4,1,FINAL,6475663
2025-09-02,Elms,Mass. Maritime,0,2,FINAL,6474707
2025-09-02,Illinois Tech,Hope,5,3,FINAL,6478202
2025-09-03,New Jersey City,Manhattanville,1,2,FINAL,6476510
2025-09-03,Hunter,Saint Elizabeth,0,0,FINAL,6475717
2025-09-03,York (NY),Purchase,0,4,FINAL,6478150
2025-09-03,Farmingdale St.,Lehman,0,1,FINAL,6473872
2025-09-03,DeSales,Stockton,0,3,FINAL,6474286
2025-09-03,Haverford,Immaculata,3,1,FINAL,6474311
2025-09-03,Regis (MA),Salem St.,1,2,FINAL,6476099
2025-09-03,Lebanon Valley,Muhlenberg,1,2,FINAL,6476682
2025-09-03,Shenandoah,Mary Baldwin,5,0,FINAL,6476987
2025-09-03,Salisbury,Dickinson,0,2,FINAL,6477238
2025-09-03,Concordia Chicago,Blackburn,1,3,FINAL,6477949
2025-09-03,Wilson,McDaniel,0,2,FINAL,6478030
2025-09-03,Gordon,Lasell,2,0,FINAL,6496030
2025-09-03,Beloit,Wis. Lutheran,1,3,FINAL,6473145
2025-09-03,Wesleyan (CT),Western New Eng.,3,0,FINAL,6474242
2025-09-03,Saint Mary's (MN),Ripon,1,4,FINAL,6474471
2025-09-03,Ohio Wesleyan,Otterbein,1,1,FINAL,6476101
2025-09-03,Saint John's (MN),Crown (MN),4,1,FINAL,6476201
2025-09-03,Grinnell,Simpson,0,3,FINAL,6476638
2025-09-03,Dominican (IL),Loras,1,1,FINAL,6478003
2025-09-03,UMass Dartmouth,Salve Regina,0,2,FINAL,6473828
2025-09-03,Waynesburg,Penn St.-Altoona,7,1,FINAL,6473892
2025-09-03,Bates,St. Joseph's (ME),3,0,FINAL,6474260
2025-09-03,UMSV,Medgar Evers,7,0,FINAL,6476181
2025-09-03,Coast Guard,Mitchell,5,0,FINAL,6477418
2025-09-03,Wentworth,Clark (MA),0,1,FINAL,6477504
2025-09-03,SUNY Canton,SUNY Poly,2,1,FINAL,6478264
2025-09-03,Mt. St. Mary (NY),SUNY Delhi,1,1,FINAL,6478328
2025-09-03,Greensboro,Randolph,2,2,FINAL,6473607
2025-09-03,Ramapo,Moravian,2,0,FINAL,6475455
2025-09-03,FDU-Florham,CCNY,5,1,FINAL,6472949
2025-09-03,Rose-Hulman,Wabash,2,1,FINAL,6473419
2025-09-03,Sewanee,Berea,4,0,FINAL,6473448
2025-09-03,Averett,Pfeiffer,0,3,FINAL,6473527
2025-09-03,Plattsburgh St.,Norwich,0,0,FINAL,6473580
2025-09-03,Franciscan,Capital,0,1,FINAL,6473611
2025-09-03,Alfred St.,Allegheny,4,2,FINAL,6473941
2025-09-03,Rivier,Fitchburg St.,0,0,FINAL,6474030
2025-09-03,Curry,Dean,4,4,FINAL,6474110
2025-09-03,Elizabethtown,Penn St.-Berks,5,0,FINAL,6474293
2025-09-03,Wash. & Jeff.,Marietta,1,1,FINAL,6474487
2025-09-03,Neumann,York (PA),1,2,FINAL,6474804
2025-09-03,Mt. St. Joseph,Asbury,1,5,FINAL,6475089
2025-09-03,SUNY Brockport,Rochester (NY),2,2,FINAL,6475142
2025-09-03,Geneva,Baldwin Wallace,3,4,FINAL,6475202
2025-09-03,Lycoming,Misericordia,0,0,FINAL,6475542
2025-09-03,Stevenson,Goucher,4,0,FINAL,6475619
2025-09-03,Marywood,Susquehanna,2,0,FINAL,6476079
2025-09-03,Tufts,MIT,8,1,FINAL,6476578
2025-09-03,Arcadia,Cairn,3,0,FINAL,6476704
2025-09-03,Merchant Marine,John Jay,9,0,FINAL,6476816
2025-09-03,Hiram,Heidelberg,4,1,FINAL,6476914
2025-09-03,Gwynedd Mercy,Delaware Valley,0,4,FINAL,6477185
2025-09-03,Lancaster Bible,Alvernia,0,0,FINAL,6477405
2025-09-03,Suffolk,Amherst,0,0,FINAL,6477609
2025-09-03,Rutgers-Camden,Penn St.-Abington,6,1,FINAL,6478011
2025-09-03,JWU (Providence),Worcester St.,5,0,FINAL,6478152
2025-09-03,Framingham St.,Trinity (CT),0,4,FINAL,6478306
2025-09-03,Saint Vincent,Muskingum,1,2,FINAL,6478381
2025-09-03,RIT,Houghton,3,0,FINAL,6478423
2025-09-03,WestConn,Drew,1,2,FINAL,6478441
2025-09-03,Thiel,Pitt.-Bradford,0,1,FINAL,6478465
2025-09-03,Southern Va.,Bridgewater (VA),1,2,FINAL,6473717
2025-09-03,DePauw,Franklin,6,0,FINAL,6475743
2025-09-03,Gallaudet,Marymount (VA),0,10,FINAL,6475832
2025-09-03,Manchester,Alma,0,0,FINAL,6476010
2025-09-03,Carnegie Mellon,Grove City,1,1,FINAL,6478200
2025-09-03,Elmhurst,Dubuque,2,0,FINAL,6473063
2025-09-03,Marian (WI),Wis.-Platteville,1,5,FINAL,6473148
2025-09-03,Aurora,North Park,1,3,FINAL,6474580
2025-09-03,Ithaca,Elmira,3,0,FINAL,6477361
2025-09-03,Edgewood,Wis.-Stevens Point,0,1,FINAL,6477867
2025-09-03,Millikin,Illinois Col.,0,4,FINAL,6478305
2025-09-03,Bethany Lutheran,Carleton,2,3,FINAL,6478319
2025-09-03,Augsburg,Northwestern-St. Paul,7,0,FINAL,6475005
2025-09-04,Old Westbury,Yeshiva,4,2,FINAL,6475317
2025-09-04,Wooster,Westminster (PA),2,1,FINAL,6473280
2025-09-04,UW-River Falls,Lawrence,3,0,FINAL,6475813
2025-09-04,North Central (MN),Bethel (MN),0,3,FINAL,6476892
2025-09-04,Colorado Col.,Whitman,2,2,FINAL,6477956
2025-09-04,Webster,Wis.-Whitewater,0,7,FINAL,6472776
2025-09-04,St. Joseph's (Brkln),Bard,0,3,FINAL,6475772
2025-09-04,John Carroll,Bethany (WV),1,0,FINAL,6477881
2025-09-04,North Central (IL),MSOE,1,1,FINAL,6474331
2025-09-04,Benedictine (IL),Lake Forest,1,3,FINAL,6477706
2025-09-04,Wis.-Superior,Wis.-Eau Claire,0,4,FINAL,6477936
2025-09-04,East Tex. Baptist,Millsaps,0,1,FINAL,6473309
2025-09-04,LeTourneau,Belhaven,1,1,FINAL,6477073
2025-09-04,Howard Payne,Concordia (TX),1,3,FINAL,6477526
2025-09-04,Hardin-Simmons,McMurry,7,1,FINAL,6476751
2025-09-04,Lewis & Clark,Whittier,0,4,FINAL,6475056
2025-09-05,Russell Sage,Keene St.,0,2,FINAL,6473781
